,sat_id,cluster_id,last_time
1394,58,2,2014-01-31T16:12:12.086
1395,58,3,2014-01-31T17:22:45.843
1396,58,4,2014-01-31T18:33:19.601
1397,58,5,2014-01-31T19:43:53.358
1398,58,6,2014-01-31T20:54:27.115
1399,58,7,2014-01-31T22:05:00.872
1400,58,8,2014-01-31T23:15:34.630
1401,58,9,2014-01-30T20:12:38.211
1402,58,10,2014-01-30T21:23:11.969
1403,58,11,2014-01-30T22:33:45.726
1404,58,12,2014-01-30T23:44:19.483
1405,58,13,2014-01-31T00:54:53.241
1406,58,14,2014-01-31T02:05:26.998
1407,58,15,2014-01-31T03:16:00.755
1408,58,16,2014-01-31T04:26:34.513
1409,58,17,2014-01-31T05:37:08.270
1410,58,18,2014-01-31T06:47:42.027
1411,58,19,2014-01-31T07:58:15.785
1412,58,20,2014-01-31T09:08:49.542
1413,58,21,2014-01-31T10:19:23.299
1414,58,22,2014-01-31T11:29:57.057
1415,58,23,2014-01-31T12:40:30.814
1416,59,0,2014-01-31T21:46:45.591
1417,59,1,2014-01-31T23:04:01.712
1418,59,2,2014-01-30T17:26:50.933
1419,59,3,2014-01-30T18:44:07.054
1420,59,4,2014-01-30T20:01:23.175
1421,59,5,2014-01-30T21:18:39.296
1422,59,6,2014-01-30T22:35:55.417
1423,59,7,2014-01-30T23:53:11.537
1424,59,8,2014-01-31T01:10:27.658
1425,59,9,2014-01-31T02:27:43.779
1426,59,10,2014-01-31T03:44:59.900
1427,59,11,2014-01-31T05:02:16.021
1428,59,12,2014-01-31T06:19:32.141
1429,59,13,2014-01-31T07:36:48.262
1430,59,14,2014-01-31T08:54:04.383
1431,59,15,2014-01-31T10:11:20.504
1432,59,16,2014-01-31T11:28:36.625
1433,59,17,2014-01-31T12:45:52.746
1434,59,18,2014-01-31T14:03:08.866
1435,59,19,2014-01-31T15:20:24.987
1436,59,20,2014-01-31T16:37:41.108
1437,59,21,2014-01-31T17:54:57.229
1438,59,22,2014-01-31T19:12:13.350
1439,59,23,2014-01-31T20:29:29.470
1440,60,0,2014-01-31T23:40:39.531
1441,60,1,2014-01-31T23:46:27.044
1442,60,2,2014-01-31T23:52:14.557
1443,60,3,2014-01-31T23:58:02.070
1444,60,4,2014-01-31T21:44:49.273
1445,60,5,2014-01-31T21:50:36.786
1446,60,6,2014-01-31T21:56:24.299
1447,60,7,2014-01-31T22:02:11.812
1448,60,8,2014-01-31T22:07:59.325
1449,60,9,2014-01-31T22:13:46.837
1450,60,10,2014-01-31T22:19:34.350
1451,60,11,2014-01-31T22:25:21.863
1452,60,12,2014-01-31T22:31:09.376
1453,60,13,2014-01-31T22:36:56.889
1454,60,14,2014-01-31T22:42:44.402
1455,60,15,2014-01-31T22:48:31.915
1456,60,16,2014-01-31T22:54:19.428
1457,60,17,2014-01-31T23:00:06.941
1458,60,18,2014-01-31T23:05:54.454
1459,60,19,2014-01-31T23:11:41.967
1460,60,20,2014-01-31T23:17:29.480
1461,60,21,2014-01-31T23:23:16.992
1462,60,22,2014-01-31T23:29:04.505
1463,60,23,2014-01-31T23:34:52.018
1464,61,0,2014-01-31T22:58:55.561
1465,61,1,2014-01-31T23:07:48.801
1466,61,2,2014-01-31T23:16:42.042
1467,61,3,2014-01-31T23:25:35.283
1468,61,4,2014-01-31T23:34:28.523
1469,61,5,2014-01-31T23:43:21.764
1470,61,6,2014-01-31T23:52:15.005
1471,61,7,2014-01-31T20:27:50.468
1472,61,8,2014-01-31T20:36:43.709
1473,61,9,2014-01-31T20:45:36.949
1474,61,10,2014-01-31T20:54:30.190
1475,61,11,2014-01-31T21:03:23.431
1476,61,12,2014-01-31T21:12:16.672
1477,61,13,2014-01-31T21:21:09.912
1478,61,14,2014-01-31T21:30:03.153
1479,61,15,2014-01-31T21:38:56.394
1480,61,16,2014-01-31T21:47:49.635
1481,61,17,2014-01-31T21:56:42.875
1482,61,18,2014-01-31T22:05:36.116
1483,61,19,2014-01-31T22:14:29.357
1484,61,20,2014-01-31T22:23:22.598
1485,61,21,2014-01-31T22:32:15.838
1486,61,22,2014-01-31T22:41:09.079
1487,61,23,2014-01-31T22:50:02.320
1488,62,0,2014-01-31T23:43:35.900
1489,62,1,2014-01-31T23:55:59.626
1490,62,2,2014-01-31T19:10:53.914
1491,62,3,2014-01-31T19:23:17.640
1492,62,4,2014-01-31T19:35:41.367
1493,62,5,2014-01-31T19:48:05.094
1494,62,6,2014-01-31T20:00:28.820
1495,62,7,2014-01-31T20:12:52.547
1496,62,8,2014-01-31T20:25:16.273
1497,62,9,2014-01-31T20:37:40.000
1498,62,10,2014-01-31T20:50:03.727
1499,62,11,2014-01-31T21:02:27.453
1500,62,12,2014-01-31T21:14:51.180
1501,62,13,2014-01-31T21:27:14.907
1502,62,14,2014-01-31T21:39:38.633
1503,62,15,2014-01-31T21:52:02.360
1504,62,16,2014-01-31T22:04:26.087
1505,62,17,2014-01-31T22:16:49.813
1506,62,18,2014-01-31T22:29:13.540
1507,62,19,2014-01-31T22:41:37.266
1508,62,20,2014-01-31T22:54:00.993
1509,62,21,2014-01-31T23:06:24.720
1510,62,22,2014-01-31T23:18:48.446
1511,62,23,2014-01-31T23:31:12.173
1512,63,0,2014-01-31T22:01:07.060
1513,63,1,2014-01-31T22:17:23.400
1514,63,2,2014-01-31T22:33:39.740
1515,63,3,2014-01-31T22:49:56.081
1516,63,4,2014-01-31T23:06:12.421
1517,63,5,2014-01-31T23:22:28.761
1518,63,6,2014-01-31T23:38:45.102
1519,63,7,2014-01-31T23:55:01.442
1520,63,8,2014-01-31T17:40:45.615
1521,63,9,2014-01-31T17:57:01.955
1522,63,10,2014-01-31T18:13:18.296
1523,63,11,2014-01-31T18:29:34.636
1524,63,12,2014-01-31T18:45:50.976
1525,63,13,2014-01-31T19:02:07.316
1526,63,14,2014-01-31T19:18:23.657
1527,63,15,2014-01-31T19:34:39.997
1528,63,16,2014-01-31T19:50:56.337
1529,63,17,2014-01-31T20:07:12.678
1530,63,18,2014-01-31T20:23:29.018
1531,63,19,2014-01-31T20:39:45.358
1532,63,20,2014-01-31T20:56:01.699
1533,63,21,2014-01-31T21:12:18.039
1534,63,22,2014-01-31T21:28:34.379
1535,63,23,2014-01-31T21:44:50.719
1536,64,0,2014-01-31T17:29:18.239
1537,64,1,2014-01-31T17:49:47.386
1538,64,2,2014-01-31T18:10:16.533
1539,64,3,2014-01-31T18:30:45.681
1540,64,4,2014-01-31T18:51:14.828
1541,64,5,2014-01-31T19:11:43.975
1542,64,6,2014-01-31T19:32:13.123
1543,64,7,2014-01-31T19:52:42.270
1544,64,8,2014-01-31T20:13:11.417
1545,64,9,2014-01-31T20:33:40.565
1546,64,10,2014-01-31T20:54:09.712
1547,64,11,2014-01-31T21:14:38.859
1548,64,12,2014-01-31T21:35:08.007
1549,64,13,2014-01-31T21:55:37.154
1550,64,14,2014-01-31T22:16:06.301
1551,64,15,2014-01-31T22:36:35.449
1552,64,16,2014-01-31T22:57:04.596
1553,64,17,2014-01-31T23:17:33.743
1554,64,18,2014-01-31T23:38:02.891
1555,64,19,2014-01-31T23:58:32.038
1556,64,20,2014-01-31T16:07:21.649
1557,64,21,2014-01-31T16:27:50.797
1558,64,22,2014-01-31T16:48:19.944
1559,64,23,2014-01-31T17:08:49.091
1560,65,0,2014-01-31T20:19:09.383
1561,65,1,2014-01-31T20:44:10.031
1562,65,2,2014-01-31T21:09:10.678
1563,65,3,2014-01-31T21:34:11.325
1564,65,4,2014-01-31T21:59:11.972
1565,65,5,2014-01-31T22:24:12.619
1566,65,6,2014-01-31T22:49:13.266
1567,65,7,2014-01-31T23:14:13.914
1568,65,8,2014-01-31T23:39:14.561
1569,65,9,2014-01-31T14:03:59.676
1570,65,10,2014-01-31T14:29:00.323
1571,65,11,2014-01-31T14:54:00.970
1572,65,12,2014-01-31T15:19:01.617
1573,65,13,2014-01-31T15:44:02.264
1574,65,14,2014-01-31T16:09:02.912
1575,65,15,2014-01-31T16:34:03.559
1576,65,16,2014-01-31T16:59:04.206
1577,65,17,2014-01-31T17:24:04.853
1578,65,18,2014-01-31T17:49:05.500
1579,65,19,2014-01-31T18:14:06.147
1580,65,20,2014-01-31T18:39:06.795
1581,65,21,2014-01-31T19:04:07.442
1582,65,22,2014-01-31T19:29:08.089
1583,65,23,2014-01-31T19:54:08.736
1584,66,0,2014-01-31T19:42:51.709
1585,66,1,2014-01-31T20:12:41.340
1586,66,2,2014-01-31T20:42:30.972
1587,66,3,2014-01-31T21:12:20.603
1588,66,4,2014-01-31T21:42:10.235
1589,66,5,2014-01-31T22:11:59.866
1590,66,6,2014-01-31T22:41:49.498
1591,66,7,2014-01-31T23:11:39.129
1592,66,8,2014-01-31T23:41:28.761
1593,66,9,2014-01-31T12:15:27.236
1594,66,10,2014-01-31T12:45:16.867
1595,66,11,2014-01-31T13:15:06.499
1596,66,12,2014-01-31T13:44:56.130
1597,66,13,2014-01-31T14:14:45.762
1598,66,14,2014-01-31T14:44:35.393
1599,66,15,2014-01-31T15:14:25.025
1600,66,16,2014-01-31T15:44:14.656
1601,66,17,2014-01-31T16:14:04.288
1602,66,18,2014-01-31T16:43:53.919
1603,66,19,2014-01-31T17:13:43.551
1604,66,20,2014-01-31T17:43:33.182
1605,66,21,2014-01-31T18:13:22.814
1606,66,22,2014-01-31T18:43:12.446
1607,66,23,2014-01-31T19:13:02.077
1608,67,0,2014-01-31T20:16:07.376
1609,67,1,2014-01-31T20:51:02.476
1610,67,2,2014-01-31T21:25:57.576
1611,67,3,2014-01-31T22:00:52.676
1612,67,4,2014-01-31T22:35:47.776
1613,67,5,2014-01-31T23:10:42.876
1614,67,6,2014-01-31T23:45:37.977
1615,67,7,2014-01-31T10:22:30.673
1616,67,8,2014-01-31T10:57:25.774
1617,67,9,2014-01-31T11:32:20.874
1618,67,10,2014-01-31T12:07:15.974
1619,67,11,2014-01-31T12:42:11.074
1620,67,12,2014-01-31T13:17:06.174
1621,67,13,2014-01-31T13:52:01.274
1622,67,14,2014-01-31T14:26:56.374
1623,67,15,2014-01-31T15:01:51.475
1624,67,16,2014-01-31T15:36:46.575
1625,67,17,2014-01-31T16:11:41.675
1626,67,18,2014-01-31T16:46:36.775
1627,67,19,2014-01-31T17:21:31.875
1628,67,20,2014-01-31T17:56:26.975
1629,67,21,2014-01-31T18:31:22.075
1630,67,22,2014-01-31T19:06:17.175
1631,67,23,2014-01-31T19:41:12.276
1632,68,0,2014-01-31T20:58:12.697
1633,68,1,2014-01-31T21:38:28.904
1634,68,2,2014-01-31T22:18:45.111
1635,68,3,2014-01-31T22:59:01.318
1636,68,4,2014-01-31T23:39:17.525
1637,68,5,2014-01-31T08:13:04.761
1638,68,6,2014-01-31T08:53:20.968
1639,68,7,2014-01-31T09:33:37.175
1640,68,8,2014-01-31T10:13:53.382
1641,68,9,2014-01-31T10:54:09.589
1642,68,10,2014-01-31T11:34:25.797
1643,68,11,2014-01-31T12:14:42.004
1644,68,12,2014-01-31T12:54:58.211
1645,68,13,2014-01-31T13:35:14.418
1646,68,14,2014-01-31T14:15:30.625
1647,68,15,2014-01-31T14:55:46.832
1648,68,16,2014-01-31T15:36:03.040
1649,68,17,2014-01-31T16:16:19.247
1650,68,18,2014-01-31T16:56:35.454
1651,68,19,2014-01-31T17:36:51.661
1652,68,20,2014-01-31T18:17:07.868
1653,68,21,2014-01-31T18:57:24.075
1654,68,22,2014-01-31T19:37:40.282
1655,68,23,2014-01-31T20:17:56.490
1656,69,0,2014-01-31T13:55:36.012
1657,69,1,2014-01-31T14:41:28.237
1658,69,2,2014-01-31T15:27:20.462
1659,69,3,2014-01-31T16:13:12.687
1660,69,4,2014-01-31T16:59:04.912
1661,69,5,2014-01-31T17:44:57.137
1662,69,6,2014-01-31T18:30:49.362
1663,69,7,2014-01-31T19:16:41.587
1664,69,8,2014-01-31T20:02:33.812
1665,69,9,2014-01-31T20:48:26.037
1666,69,10,2014-01-31T21:34:18.262
1667,69,11,2014-01-31T22:20:10.487
1668,69,12,2014-01-31T23:06:02.712
1669,69,13,2014-01-31T23:51:54.937
1670,69,14,2014-01-31T06:16:53.762
1671,69,15,2014-01-31T07:02:45.987
1672,69,16,2014-01-31T07:48:38.212
1673,69,17,2014-01-31T08:34:30.437
1674,69,18,2014-01-31T09:20:22.662
1675,69,19,2014-01-31T10:06:14.887
1676,69,20,2014-01-31T10:52:07.112
1677,69,21,2014-01-31T11:37:59.337
1678,69,22,2014-01-31T12:23:51.562
1679,69,23,2014-01-31T13:09:43.787
1680,70,0,2014-01-31T03:55:16.131
1681,70,1,2014-01-31T04:46:58.651
1682,70,2,2014-01-31T05:38:41.170
1683,70,3,2014-01-31T06:30:23.689
1684,70,4,2014-01-31T07:22:06.208
1685,70,5,2014-01-31T08:13:48.727
1686,70,6,2014-01-31T09:05:31.247
1687,70,7,2014-01-31T09:57:13.766
1688,70,8,2014-01-31T10:48:56.285
1689,70,9,2014-01-31T11:40:38.804
1690,70,10,2014-01-31T12:32:21.324
1691,70,11,2014-01-31T13:24:03.843
1692,70,12,2014-01-31T14:15:46.362
1693,70,13,2014-01-31T15:07:28.881
1694,70,14,2014-01-31T15:59:11.400
1695,70,15,2014-01-31T16:50:53.920
1696,70,16,2014-01-31T17:42:36.439
1697,70,17,2014-01-31T18:34:18.958
1698,70,18,2014-01-31T19:26:01.477
1699,70,19,2014-01-31T20:17:43.996
1700,70,20,2014-01-31T21:09:26.516
1701,70,21,2014-01-31T22:01:09.035
1702,70,22,2014-01-31T22:52:51.554
1703,70,23,2014-01-31T23:44:34.073
1704,71,0,2014-01-31T19:31:35.008
1705,71,1,2014-01-31T20:29:21.538
1706,71,2,2014-01-31T21:27:08.068
1707,71,3,2014-01-31T22:24:54.598
1708,71,4,2014-01-31T23:22:41.128
1709,71,5,2014-01-31T01:13:50.939
1710,71,6,2014-01-31T02:11:37.469
1711,71,7,2014-01-31T03:09:23.999
1712,71,8,2014-01-31T04:07:10.529
1713,71,9,2014-01-31T05:04:57.059
1714,71,10,2014-01-31T06:02:43.589
1715,71,11,2014-01-31T07:00:30.119
1716,71,12,2014-01-31T07:58:16.649
1717,71,13,2014-01-31T08:56:03.179
1718,71,14,2014-01-31T09:53:49.709
1719,71,15,2014-01-31T10:51:36.239
1720,71,16,2014-01-31T11:49:22.769
1721,71,17,2014-01-31T12:47:09.299
1722,71,18,2014-01-31T13:44:55.829
1723,71,19,2014-01-31T14:42:42.359
1724,71,20,2014-01-31T15:40:28.888
1725,71,21,2014-01-31T16:38:15.418
1726,71,22,2014-01-31T17:36:01.948
1727,71,23,2014-01-31T18:33:48.478
1728,72,0,2014-01-31T23:07:36.008
1729,72,1,2014-01-30T22:34:09.559
1730,72,2,2014-01-30T23:38:13.318
1731,72,3,2014-01-31T00:42:17.077
1732,72,4,2014-01-31T01:46:20.835
1733,72,5,2014-01-31T02:50:24.594
1734,72,6,2014-01-31T03:54:28.353
1735,72,7,2014-01-31T04:58:32.111
1736,72,8,2014-01-31T06:02:35.870
1737,72,9,2014-01-31T07:06:39.629
1738,72,10,2014-01-31T08:10:43.387
1739,72,11,2014-01-31T09:14:47.146
1740,72,12,2014-01-31T10:18:50.904
1741,72,13,2014-01-31T11:22:54.663
1742,72,14,2014-01-31T12:26:58.422
1743,72,15,2014-01-31T13:31:02.180
1744,72,16,2014-01-31T14:35:05.939
1745,72,17,2014-01-31T15:39:09.698
1746,72,18,2014-01-31T16:43:13.456
1747,72,19,2014-01-31T17:47:17.215
1748,72,20,2014-01-31T18:51:20.973
1749,72,21,2014-01-31T19:55:24.732
1750,72,22,2014-01-31T20:59:28.491
1751,72,23,2014-01-31T22:03:32.249
1752,73,0,2014-01-31T13:51:04.571
1753,73,1,2014-01-31T15:01:38.329
1754,73,2,2014-01-31T16:12:12.086
1755,73,3,2014-01-31T17:22:45.843
1756,73,4,2014-01-31T18:33:19.601
1757,73,5,2014-01-31T19:43:53.358
1758,73,6,2014-01-31T20:54:27.115
1759,73,7,2014-01-31T22:05:00.872
1760,73,8,2014-01-31T23:15:34.630
1761,73,9,2014-01-30T20:12:38.211
1762,73,10,2014-01-30T21:23:11.969
1763,73,11,2014-01-30T22:33:45.726
1764,73,12,2014-01-30T23:44:19.483
1765,73,13,2014-01-31T00:54:53.241
1766,73,14,2014-01-31T02:05:26.998
1767,73,15,2014-01-31T03:16:00.755
1768,73,16,2014-01-31T04:26:34.513
1769,73,17,2014-01-31T05:37:08.270
1770,73,18,2014-01-31T06:47:42.027
1771,73,19,2014-01-31T07:58:15.785
1772,73,20,2014-01-31T09:08:49.542
1773,73,21,2014-01-31T10:19:23.299
1774,73,22,2014-01-31T11:29:57.057
1775,73,23,2014-01-31T12:40:30.814
1776,74,0,2014-01-31T21:46:45.591
1777,74,1,2014-01-31T23:04:01.712
1778,74,2,2014-01-30T17:26:50.933
1779,74,3,2014-01-30T18:44:07.054
1780,74,4,2014-01-30T20:01:23.175
1781,74,5,2014-01-30T21:18:39.296
1782,74,6,2014-01-30T22:35:55.417
1783,74,7,2014-01-30T23:53:11.537
1784,74,8,2014-01-31T01:10:27.658
1785,74,9,2014-01-31T02:27:43.779
1786,74,10,2014-01-31T03:44:59.900
1787,74,11,2014-01-31T05:02:16.021
1788,74,12,2014-01-31T06:19:32.141
1789,74,13,2014-01-31T07:36:48.262
1790,74,14,2014-01-31T08:54:04.383
1791,74,15,2014-01-31T10:11:20.504
1792,74,16,2014-01-31T11:28:36.625
1793,74,17,2014-01-31T12:45:52.746
1794,74,18,2014-01-31T14:03:08.866
1795,74,19,2014-01-31T15:20:24.987
1796,74,20,2014-01-31T16:37:41.108
1797,74,21,2014-01-31T17:54:57.229
1798,74,22,2014-01-31T19:12:13.350
1799,74,23,2014-01-31T20:29:29.470
1800,75,0,2014-01-31T23:40:39.531
1801,75,1,2014-01-31T23:46:27.044
1802,75,2,2014-01-31T23:52:14.557
1803,75,3,2014-01-31T23:58:02.070
1804,75,4,2014-01-31T21:44:49.273
1805,75,5,2014-01-31T21:50:36.786
1806,75,6,2014-01-31T21:56:24.299
1807,75,7,2014-01-31T22:02:11.812
1808,75,8,2014-01-31T22:07:59.325
1809,75,9,2014-01-31T22:13:46.837
1810,75,10,2014-01-31T22:19:34.350
1811,75,11,2014-01-31T22:25:21.863
1812,75,12,2014-01-31T22:31:09.376
1813,75,13,2014-01-31T22:36:56.889
1814,75,14,2014-01-31T22:42:44.402
1815,75,15,2014-01-31T22:48:31.915
1816,75,16,2014-01-31T22:54:19.428
1817,75,17,2014-01-31T23:00:06.941
1818,75,18,2014-01-31T23:05:54.454
1819,75,19,2014-01-31T23:11:41.967
1820,75,20,2014-01-31T23:17:29.480
1821,75,21,2014-01-31T23:23:16.992
1822,75,22,2014-01-31T23:29:04.505
1823,75,23,2014-01-31T23:34:52.018
1824,76,0,2014-01-31T22:58:55.561
1825,76,1,2014-01-31T23:07:48.801
1826,76,2,2014-01-31T23:16:42.042
1827,76,3,2014-01-31T23:25:35.283
1828,76,4,2014-01-31T23:34:28.523
1829,76,5,2014-01-31T23:43:21.764
1830,76,6,2014-01-31T23:52:15.005
1831,76,7,2014-01-31T20:27:50.468
1832,76,8,2014-01-31T20:36:43.709
1833,76,9,2014-01-31T20:45:36.949
1834,76,10,2014-01-31T20:54:30.190
1835,76,11,2014-01-31T21:03:23.431
1836,76,12,2014-01-31T21:12:16.672
1837,76,13,2014-01-31T21:21:09.912
1838,76,14,2014-01-31T21:30:03.153
1839,76,15,2014-01-31T21:38:56.394
1840,76,16,2014-01-31T21:47:49.635
1841,76,17,2014-01-31T21:56:42.875
1842,76,18,2014-01-31T22:05:36.116
1843,76,19,2014-01-31T22:14:29.357
1844,76,20,2014-01-31T22:23:22.598
1845,76,21,2014-01-31T22:32:15.838
1846,76,22,2014-01-31T22:41:09.079
1847,76,23,2014-01-31T22:50:02.320
1848,77,0,2014-01-31T23:43:35.900
1849,77,1,2014-01-31T23:55:59.626
1850,77,2,2014-01-31T19:10:53.914
1851,77,3,2014-01-31T19:23:17.640
1852,77,4,2014-01-31T19:35:41.367
1853,77,5,2014-01-31T19:48:05.094
1854,77,6,2014-01-31T20:00:28.820
1855,77,7,2014-01-31T20:12:52.547
1856,77,8,2014-01-31T20:25:16.273
1857,77,9,2014-01-31T20:37:40.000
1858,77,10,2014-01-31T20:50:03.727
1859,77,11,2014-01-31T21:02:27.453
1860,77,12,2014-01-31T21:14:51.180
1861,77,13,2014-01-31T21:27:14.907
1862,77,14,2014-01-31T21:39:38.633
1863,77,15,2014-01-31T21:52:02.360
1864,77,16,2014-01-31T22:04:26.087
1865,77,17,2014-01-31T22:16:49.813
1866,77,18,2014-01-31T22:29:13.540
1867,77,19,2014-01-31T22:41:37.266
1868,77,20,2014-01-31T22:54:00.993
1869,77,21,2014-01-31T23:06:24.720
1870,77,22,2014-01-31T23:18:48.446
1871,77,23,2014-01-31T23:31:12.173
1872,78,0,2014-01-31T22:01:07.060
1873,78,1,2014-01-31T22:17:23.400
1874,78,2,2014-01-31T22:33:39.740
1875,78,3,2014-01-31T22:49:56.081
1876,78,4,2014-01-31T23:06:12.421
1877,78,5,2014-01-31T23:22:28.761
1878,78,6,2014-01-31T23:38:45.102
1879,78,7,2014-01-31T23:55:01.442
1880,78,8,2014-01-31T17:40:45.615
1881,78,9,2014-01-31T17:57:01.955
1882,78,10,2014-01-31T18:13:18.296
1883,78,11,2014-01-31T18:29:34.636
1884,78,12,2014-01-31T18:45:50.976
1885,78,13,2014-01-31T19:02:07.316
1886,78,14,2014-01-31T19:18:23.657
1887,78,15,2014-01-31T19:34:39.997
1888,78,16,2014-01-31T19:50:56.337
1889,78,17,2014-01-31T20:07:12.678
1890,78,18,2014-01-31T20:23:29.018
1891,78,19,2014-01-31T20:39:45.358
1892,78,20,2014-01-31T20:56:01.699
1893,78,21,2014-01-31T21:12:18.039
1894,78,22,2014-01-31T21:28:34.379
1895,78,23,2014-01-31T21:44:50.719
1896,79,0,2014-01-31T17:29:18.239
1897,79,1,2014-01-31T17:49:47.386
1898,79,2,2014-01-31T18:10:16.533
1899,79,3,2014-01-31T18:30:45.681
1900,79,4,2014-01-31T18:51:14.828
1901,79,5,2014-01-31T19:11:43.975
1902,79,6,2014-01-31T19:32:13.123
1903,79,7,2014-01-31T19:52:42.270
1904,79,8,2014-01-31T20:13:11.417
1905,79,9,2014-01-31T20:33:40.565
1906,79,10,2014-01-31T20:54:09.712
1907,79,11,2014-01-31T21:14:38.859
1908,79,12,2014-01-31T21:35:08.007
1909,79,13,2014-01-31T21:55:37.154
1910,79,14,2014-01-31T22:16:06.301
1911,79,15,2014-01-31T22:36:35.449
1912,79,16,2014-01-31T22:57:04.596
1913,79,17,2014-01-31T23:17:33.743
1914,79,18,2014-01-31T23:38:02.891
1915,79,19,2014-01-31T23:58:32.038
1916,79,20,2014-01-31T16:07:21.649
1917,79,21,2014-01-31T16:27:50.797
1918,79,22,2014-01-31T16:48:19.944
1919,79,23,2014-01-31T17:08:49.091
1920,80,0,2014-01-31T20:19:09.383
1921,80,1,2014-01-31T20:44:10.031
1922,80,2,2014-01-31T21:09:10.678
1923,80,3,2014-01-31T21:34:11.325
1924,80,4,2014-01-31T21:59:11.972
1925,80,5,2014-01-31T22:24:12.619
1926,80,6,2014-01-31T22:49:13.266
1927,80,7,2014-01-31T23:14:13.914
1928,80,8,2014-01-31T23:39:14.561
1929,80,9,2014-01-31T14:03:59.676
1930,80,10,2014-01-31T14:29:00.323
1931,80,11,2014-01-31T14:54:00.970
1932,80,12,2014-01-31T15:19:01.617
1933,80,13,2014-01-31T15:44:02.264
1934,80,14,2014-01-31T16:09:02.912
1935,80,15,2014-01-31T16:34:03.559
1936,80,16,2014-01-31T16:59:04.206
1937,80,17,2014-01-31T17:24:04.853
1938,80,18,2014-01-31T17:49:05.500
1939,80,19,2014-01-31T18:14:06.147
1940,80,20,2014-01-31T18:39:06.795
1941,80,21,2014-01-31T19:04:07.442
1942,80,22,2014-01-31T19:29:08.089
1943,80,23,2014-01-31T19:54:08.736
1944,81,0,2014-01-31T19:42:51.709
1945,81,1,2014-01-31T20:12:41.340
1946,81,2,2014-01-31T20:42:30.972
1947,81,3,2014-01-31T21:12:20.603
1948,81,4,2014-01-31T21:42:10.235
1949,81,5,2014-01-31T22:11:59.866
1950,81,6,2014-01-31T22:41:49.498
1951,81,7,2014-01-31T23:11:39.129
1952,81,8,2014-01-31T23:41:28.761
1953,81,9,2014-01-31T12:15:27.236
1954,81,10,2014-01-31T12:45:16.867
1955,81,11,2014-01-31T13:15:06.499
1956,81,12,2014-01-31T13:44:56.130
1957,81,13,2014-01-31T14:14:45.762
1958,81,14,2014-01-31T14:44:35.393
1959,81,15,2014-01-31T15:14:25.025
1960,81,16,2014-01-31T15:44:14.656
1961,81,17,2014-01-31T16:14:04.288
1962,81,18,2014-01-31T16:43:53.919
1963,81,19,2014-01-31T17:13:43.551
1964,81,20,2014-01-31T17:43:33.182
1965,81,21,2014-01-31T18:13:22.814
1966,81,22,2014-01-31T18:43:12.446
1967,81,23,2014-01-31T19:13:02.077
1968,82,0,2014-01-31T20:16:07.376
1969,82,1,2014-01-31T20:51:02.476
1970,82,2,2014-01-31T21:25:57.576
1971,82,3,2014-01-31T22:00:52.676
1972,82,4,2014-01-31T22:35:47.776
1973,82,5,2014-01-31T23:10:42.876
1974,82,6,2014-01-31T23:45:37.977
1975,82,7,2014-01-31T10:22:30.673
1976,82,8,2014-01-31T10:57:25.774
1977,82,9,2014-01-31T11:32:20.874
1978,82,10,2014-01-31T12:07:15.974
1979,82,11,2014-01-31T12:42:11.074
1980,82,12,2014-01-31T13:17:06.174
1981,82,13,2014-01-31T13:52:01.274
1982,82,14,2014-01-31T14:26:56.374
1983,82,15,2014-01-31T15:01:51.475
1984,82,16,2014-01-31T15:36:46.575
1985,82,17,2014-01-31T16:11:41.675
1986,82,18,2014-01-31T16:46:36.775
1987,82,19,2014-01-31T17:21:31.875
1988,82,20,2014-01-31T17:56:26.975
1989,82,21,2014-01-31T18:31:22.075
1990,82,22,2014-01-31T19:06:17.175
1991,82,23,2014-01-31T19:41:12.276
1992,83,0,2014-01-31T20:58:12.697
1993,83,1,2014-01-31T21:38:28.904
1994,83,2,2014-01-31T22:18:45.111
1995,83,3,2014-01-31T22:59:01.318
1996,83,4,2014-01-31T23:39:17.525
1997,83,5,2014-01-31T08:13:04.761
1998,83,6,2014-01-31T08:53:20.968
1999,83,7,2014-01-31T09:33:37.175
2000,83,8,2014-01-31T10:13:53.382
2001,83,9,2014-01-31T10:54:09.589
2002,83,10,2014-01-31T11:34:25.797
2003,83,11,2014-01-31T12:14:42.004
2004,83,12,2014-01-31T12:54:58.211
2005,83,13,2014-01-31T13:35:14.418
2006,83,14,2014-01-31T14:15:30.625
2007,83,15,2014-01-31T14:55:46.832
2008,83,16,2014-01-31T15:36:03.040
2009,83,17,2014-01-31T16:16:19.247
2010,83,18,2014-01-31T16:56:35.454
2011,83,19,2014-01-31T17:36:51.661
2012,83,20,2014-01-31T18:17:07.868
2013,83,21,2014-01-31T18:57:24.075
2014,83,22,2014-01-31T19:37:40.282
2015,83,23,2014-01-31T20:17:56.490
2016,84,0,2014-01-31T13:55:36.012
2017,84,1,2014-01-31T14:41:28.237
2018,84,2,2014-01-31T15:27:20.462
2019,84,3,2014-01-31T16:13:12.687
2020,84,4,2014-01-31T16:59:04.912
2021,84,5,2014-01-31T17:44:57.137
2022,84,6,2014-01-31T18:30:49.362
2023,84,7,2014-01-31T19:16:41.587
2024,84,8,2014-01-31T20:02:33.812
2025,84,9,2014-01-31T20:48:26.037
2026,84,10,2014-01-31T21:34:18.262
2027,84,11,2014-01-31T22:20:10.487
2028,84,12,2014-01-31T23:06:02.712
